plate,legal,personalize,meaning
NUKER,0,1,NUKER IS A CHARACTER FROM A VIDEO GAME….
PHUQYUU,0,1,FUCK YOU
SHEIGHT,0,1,SHIT
SJDMJ13,0,1,13-GANG
SLW ASF,0,1,AS FUCK
SNIPER J,0,1,SNIPER
SRTLMAO,0,1,LAUGH MY ASS OFF
TACOGNG,0,1,TACO/GANG
WUDAFUQ,0,1,FUCK
YGA BTCH,0,1,YOGA BITCH
2FINGRS,0,1,SEXUAL?
2 NABOO,1,1,TUNA BOO?
4O8SHRK,0,1,CA AREA CODE
657YODA,0,1,CA AREA CODE
69 FAC B,0,1,COULDN’T VERIFY 1969
FCKIRQ,0,1,FUCK IRAQ
AUTOPIG,0,1,PIG
DAMDANI,0,1,DAMN DANI
FN2I88,0,1,88-HITLER
HEY ASSO,0,1,HEY ASSHOLE
MOU 5O,0,1,50
1YAOYA5,0,1,"IYAOYAS - ""IF YOU AIN'T ORDANCE, YOU AIN'T SHIT"""
KSV 13,0,1,13-GANG
SACREDG,0,1,G
BD ASSC7,0,1,BAD ASS
BSTDEVR,0,1,BEST DICK EVER
BUMBAI,1,1,TAGOLOG SLANG FOR DARKER SKIN PEOPLE
DLUXE69,0,1,DELUXE 69
GO ARSNL,0,1,GO ARSENAL WEAPONRY
MRG 13,0,1,13 GANG REFERENCE
UPUPUPU,0,1,YOU POO POO LAST NAME PU
442 A68,0,1,442 AREA CODE
51 BLUE,1,1,BLUE
64 MOBBN,0,1,MOBBIN
8MAMBA8,0,1,88 HITLER REFERENCE
415FLHX,0,1,415 AREA CODE
TRIRED$,1,1,RED
HH6OF,0,1,HH HITLER REFERENCE
WE NUTTS,1,1,"NUTTS , NUTT IS CUSTOMER LAST NAME"
BANKS14,0,1,14-HITLER
DARWIN14,0,1,14-HITLER
DAYUM,0,1,DAMN
DMON51O,0,1,CA AREA CODE
DOUBL G,0,1,G
DR NUKE,0,1,NUKE
DTF LOL,0,1,DOWN TO FUCK
EL OSO69,0,1,COULDN'T VERIFY 69 VEHICLE
FCK12,0,1,FUCK 12
FFEKING,0,1,FUCKING
G LUCK,0,1,G
JPMV 13,0,1,13-GANG
MYGTHNG,0,1,G THING
OGCHUCK,0,1,OG
SALM 18,1,1,18-HITLER
SF415CA,0,1,CA AREA CODE
TACOPLS,0,1,TACO
WETT YET,0,1,WET
2 OG 4U,0,1,OG
5O4BABY,1,1,CA AREA CODE
LNGNLOW,0,1,LONG AND LOW
NORUMF,0,1,NO RUM F?
MDS88,0,1,88-HITLER
6SPD HOE,0,1,HOE
H8TER,0,1,HATER
BALUGA,0,1,DARK SKINNED TRIBESMAN IN THE PHILIPPINES
AAHAN14,0,1,"14=HATE SYMBOL, NO 2014 CAR"
AUTOBUT,0,1,"pulled for 'butt'. Someone already has ""AUTOBOT"""
BFDSDSF,0,1,BFD=BIG FUCKING DEAL
BLKY 124,0,1,"BLACKY, RACIAL SLUR"
CAPPGUN,0,1,cap gun
DANGTSX,1,1,"dang, euphemism for damn. TSX is their Acura"
DBL TAP,1,1,"***this is a DUPLICATE** only say NO if you want to RECALL** double tap is two bullets in rapid succession, usu in the head; a kill shot. Customer is Confidential (FBI). Original T00 was in 2000"
DM PORS,1,1,LOOKS LIKE DAMN PORSCHE. CUSTOMER IS DAVE MORGAN AND HE HAS A PORSCHE
EATITH,0,1,"PULLED FOR EAT, HER NAME IS EDITH"
EL TUNA,0,1,TUNA CAN HAVE A SEXUAL CONNOTATION
FAMRR14,0,1,"14=HATE SYMBOL, NO 2014 CAR"
FERGS14,1,1,14=hate symbol but does have a 2014 Porsche
FSH HKT,1,1,"Fish-hooking is the act of inserting a finger or fingers of one or both hands into the mouth, nostrils or other orifices of a person, and pulling away from the centerline of the body; in most cases with the intention of pulling, tearing, or lacerating the surrounding tissue."
FUKADUK,0,1,FUCK A DUCK
GATO B,0,1,"GATO=CAT IN SPANISH, CAT=PUSSY. NO CAT CAR"
GLAZO14,0,1,14=HATE SYMBOL. NO 2014 CAR ON ANI
HA8 P6,0,1,HATE (GOOGLE SAYS P6 IS A TESTOSTERONE BOOSTING SUPPLEMENT)
HUMMR,0,1,"no Hummer on ani, sexual connotations"
HUSLING,0,1,"hustling can mean making money by selling anything.. Drugs, your body, etc"
H8MERUN,1,1,hate me
IHA8PPL,0,1,hate
IM OREO,0,1,"OREO CAN BE RACIALLY OFFENSIVE, BLACK ON THE OUTSIDE, WHITE ON THE INSIDE"
JEFE444,0,1,"chief, could mean gang chief"
MERCI PD,0,1,MERCY POLICE DEPARTMENT
MRDRTRD,0,1,MRDR=MURDER
OG 93GMC,0,1,"OG=ORIGINAL GANGSTER. ALSO, CUSTOMER'S INITIALS"
PHAT PIG,0,1,THIS CUSTOMER ALREADY HAD THIS ON A HARLEY(refl m/c was surr/cancel 4/15/16) BUT THIS IS A LEGACY AUTO PLATE(keyed in SPU 4/19/16)
P2RTOP,1,1,TOP CAN HAVE SEXUAL CONNOTATIONS
RAN 69,0,1,NO 1969 VEHICLE ON ANI
RAYA 805,0,1,805 IS SANTA BARBARA AREA CODE
RN4 LYFE,1,1,"run for your life, threatening? OR RN (nurse)"
SFUXELA,0,1,"fucks, customer is in Canoga Park (LA, not SF)"
S I G G,0,1,"SIG, SHORT FOR SIG SAUER- A GUN"
SKDMARK,0,1,SHIT STAIN IN YOUR UNDERWEAR; SKIDMRK IS MARKED UNACCEPTABLE
SLOW AFF,0,1,"SLOW AS FUCK, OR AS FUCKING FUCK"
SOBER CP,0,1,SOBER COP? CP IS CUSTOMER'S INITIALS
SRT8HTR,0,1,HATER
SS 213,0,1,pulled for 213=area code but this is a disturbing song from Slayer. 213 is a reference to Jeffrey Dahmer's apartment number.
STOONAD,0,1,means 'moron' or stupid or crazy in Italian. STUNAAD is marked unacceptable. STUNAD is expired.
STRNGLR,0,1,STRANGLER. AS IN SOMEONE WHO SQUEEZES THE NECK OF SOMEONE IN ORDER TO KILL THEM?
STR8BLU,0,1,BLUE=GANG COLOR
TACOMOB,0,1,"TACO=FEMALE ANATOMY, MOB=ORGANIZED CRIME, MONEY OVER BITCHES OR MEMBER OF BLOODS"
TB BA,0,1,"THUNDERBIRD BAD ASS? HAS 2001 FORD, BA IS ABBREVIATION FOR BAD ASS"
TEKILA,0,1,TEQUILA WOULD BE OKAY BUT ALSO LOOKS LIKE KILLER
TIHSONO,0,1,"OH, NO SHIT (BACKWARDS)"
TNY13SB,1,1,13=GANG NUMBER. HAS A 2013 BMW
WEEDKLR,0,1,weed; killer
WWW1969,0,1,"her birth year IS 1969, no 69 vehicle"
X88X,0,1,"88=hate symbol, no 88 car"
YLWMMBA,0,1,"YELLOW MAMBA, DICTIONARY.COM SHOWS YELLOW TO BE OFFENSIVE WHEN DESCRIBING RACE (ASIAN OR PEOPLE OF MIXED RACE)"
1TUNPIG,0,1,PIG=POLICE
187 APEX,0,1,187=murder
187SAMI,0,1,187=murder
1968 H8D,1,1,"HATED, has a 1968 Chevy"
3H 311,0,1,hell
8O8 ADCT,0,1,"808=HAWAII AREA CODE OR DRUMS, PULLED FOR ADDICT"
8XX8,0,1,"PULLED FOR 88? (HATE SYMBOL), NO 88 CAR"
88YVT88,0,1,"88=hate symbol, no 88 car"
9O9CALI,0,1,909=COLTON CALIFORNIA AREA CODE
DIAZ 88,0,1,"88=hate symbol, no 88 motorcycle"
JOHN 42O,0,1,420=DRUG CONNOTATION
#TEATFN,0,1,"TEAT, NIPPLE"
TRD#4ME,0,1,"OR TURD, HAS 2016 TOYOTA"
TT# EFN,0,1,EFFIN (same customer as #TEATFN)
GOD$MFJ,1,1,"MF=MOTHERFUCKER, NOT HER INITIALS"
$KRAM18,0,1,18=HATE SYMBOL
$MEPINK,0,1,PINK=SLANG FOR VAGINA
$MYBAKA,0,1,"BAKA=FOOL OR IDIOT IN JAPANESE, CONSIDERED DEROGATORY"
YV4$HH,0,1,"HH=HEIL HITLER, HATE SYMBOL. NOT INITIALS ON 272"
2PITO$,0,1,pito=penis in Spanish
ZOOM HH,0,1,"HH=HEIL HITLER, HATE SYMBOL. NOT INITIALS ON 272"
IPFKNA,0,1,FUCKIN A
DGLOCK,0,1,"CUSTOMER LAST NAME IS GLOECKNER, PULLED FOR GLOCK, A GUN. NO RECORD AVAILABLE ON RT-5 ON RUMBA OF THE PLATE BEING OUT BEFORE"
JASM,0,1,"JASM, VARIANT OF JISM. SEXUAL"
BAWRAMU,0,1,ram you. ram can have sexual connotations and pulled for the 'you'. Ani does show a RAM truck
BDKM VIB,0,1,"SONG, BITCH DON’T KILL MY VIBE"
BIG LUND,0,1,lund=penis in Hindi
BRUTUSX,0,1,sex?
CAKABOB,0,1,"CAKA BOB, PULLED FOR CACA=SHIT, NO SPACES IN CONFIGURATION. ADDRESS ON 272 ACCORDING TO GOOGLE IS FOR CALIFORNIA KABOB. OK?"
CAKKESS,0,1,ASS
HUNYPOT,0,1,honeypot is slang for VAGINA
KSMYSS2,0,1,"KISS MY ASS, KSMYSS is unacceptable but customer already has KSMYSS7 on a Chevy and has a few Chevys on ani"
LILNJA1,1,1,ninja or racial slur?
OOT BOX,0,1,"box=vagina has 86 plym 98 ford and 14 suba, not typical 'box' cars"
OREOK15,1,1,"OREO CAN BE RACIALLY OFFENSIVE, BLACK ON THE OUTSIDE, WHITE ON THE INSIDE"
RED MK7,1,1,"red=gang color, no car on ani"
RED SMOK,0,1,red=gang color
R14VOVO,1,1,"14=hate symbol, does have a 2014 Volvo"
SLAMM D,0,1,"slammed can mean that the vehicle is lowered, according to urban dictionary can also mean 'to be drunk to or be fucked very hard' there is also a space and a half between slamm and d. d=dick"
SLMDMOM,0,1,"slammed can mean that the vehicle is lowered, according to urban dictionary can also mean 'to be drunk to or be fucked very hard'"
SL9 8PW,1,1,"has 2 BMWs, I don’t find a model number. Pulled for 8=ate and PW=pussy whipped"
YOU SLOW,0,1,PULLED BECAUSE OF 'YOU'
4 JACKN,0,1,"JACKIN, SLANG FOR STEALING OR MASTERBATING. CUSTOMER NAME IS JACK"
RETGUNZ,0,1,guns
1 ELPACO,0,1,EL PACO can mean a police officer or a sniper wordsense.eu
1HOOKUP,0,1,"hook up can have a sexual connotation, IHOOKUP is unacceptable, HOOKUP is current and been out since 2005"
BANDO13,0,1,13-GANG
DGAFEVO,0,1,DON’T GIVE A FUCK EVO
FLASHEM,0,1,LIGHT? BOOBS? FAST?
GUNSTOR,0,1,GUN STORE
HE LCO13,0,1,13-GANG
HEYFAHQ,0,1,HEY FUCK YOU
HS GWAG,1,1,G
HYE4LFE,0,1,HIGH FOR LIFE. HYE IS AN ABBREVIATION FOR ARMENIAN
JM 13,0,1,13-GANG
JST 13,0,1,"13-GANG. CUSTOMERS INITIALS ARE ""JET"""
KHLSTAN,0,1,KIL STAN?
OG PT,0,1,OG
OHSHHHT,0,1,OH SHIT
O8JAO14,0,1,14-HITLER
REDHTRD,1,1,RED HOTROD… RED HATRED?
R88DAZZ,0,1,88-HITLER
SLO5OHH,0,1,50
SLWH8TR,0,1,HATER
SOSA 213,0,1,CA AREA CODE
STANG88,0,1,88-HITLER
SUPR TCO,0,1,SUPER TACO. COULDN'T VERIFY TOYOTA
THAT G,0,1,G
WITCH13,0,1,13-GANG
14JJA,0,1,14-HITLER
559 PONY,0,1,CA AREA CODE
66 WEVOS,0,1,WEVOS PHONETICALLY LOOKS LIKE JUEVOS
7O7N65O,0,1,CA AREA CODE
8O5HNTR,0,1,CA AREA CODE
G86A415,0,1,CA AREA CODE
M$BBETA,1,1,MOB BETTER… MO' BBETTA
13HONU,0,1,13-GANG
X STACY,0,1,ECSTACY
GOLDU14,0,1,14-HITLER
H8 TENTS,0,1,HATE
562 RLTR,0,1,CA AREA CODE
619 BRUH,0,1,CA AREA CODE
BDB O53O,0,1,530- CA AREA CODE
AKFX,0,1,AK EFFECTS GUN
AK RX93,0,1,AK GUN
BISH CRK,0,1,BISH ANOTHER WAY TO SAY BITCH
BISH WHY,0,1,BITCH WHY
BOS LDYG,0,1,LADY GANGSTER
BULIT11,0,1,BULLET
B1U3I,1,1,13 BUI BUI IS CUSTOMER LAST NAME
FEC13OE,0,1,13 GANG REFERENCE
FTIV88,0,1,88 HITLER REFERENCE
FT4BRNZ,1,1,FIT FOR BRAINS??
GEE LIFE,0,1,G AS IN GANGSTER
IDNTGVA,0,1,I DON’T GIVE A
ITZ BLUE,1,1,BLUE
J95O718,0,1,LOOKS LIKE AN OLD TIN
LOUIS 14,0,1,14 GANG REFERENCE
MADD BLZ,0,1,MAD BLUES OR BALLS
MAZDA88,1,1,88 HITLER REFERENCE
MORE42O,0,1,42O MARIJUANA REFERENCE
MUNKY 13,0,1,MONKEY SEXUAL REFERENCE
M6SIX6M,1,1,666 MARK OF THE BEAST
NAHAL G,0,1,G AS IN GANGSTER
N33 N2O,0,1,LOOS LIKE OHV
ROCKN 88,0,1,88 HITLER REFERENCE
SF SNIPR,0,1,SAN FRANCISCO SNIPER
YEEYO7O,0,1,LOOKS LIKE YEYO COCAINE
12M 13A,0,1,LOOKS LIKE OHV
GO G NWS,0,1,G AS IN GANGSTER
53OH SHH,0,1,AREA CODE
562 JR 1,0,1,562 AREA CODE
661 KNGS,0,1,661 AREA CODE
666 GT4,1,1,666 MARK OF THE BEAST
88MJP88,0,1,88 HITLER REFERENCE
9 3QTERS,1,1,"COULD BE A SEXUAL REFERENCE, COULD BE A RACE TIME"
HHMC 88,0,1,88 HITLER REFERENCE
77KZ650,0,1,650 AREA CODE
K$BC 13,0,1,13 GANG REFERENCE
WW&OG,0,1,ORIGINAL GANGSTER
1SMKNDL,0,1,SMOKE
BUDDY13,0,1,13 GANG REFERENCE
CWL 13,0,1,13 GANG REFERENCE
CWL 14,0,1,14 GANG REFERENCE
FC CANCR,0,1,FUCK CANCER
LITT1,0,1,LITT AS IN HIGH DRUNK.. CUSTOMER LAST NAME IS LITT
PAUL 666,1,1,666 MARK OF THE BEAST
WHITE 1,0,1,COULD REFERE TO THE PERSON OR THE CAR
FCKEVR1,0,1,FUCK EVERYONE
WHOODLM,0,1,HOODLUM
BCH LUV,1,1,LOOK LIKE BEACH OR BITCH
EXIT BUD,1,1,COULD MEAN BUD AS IN FRIEND OR BUD AS IN WEED
MEX BLU,1,1,BLUE
ASERE13,0,1,13-GANG
AW THIT,0,1,AW SHIT
BEARSLT,0,1,BEAR SLUT
BRUJA 13,0,1,13-GANG
BUMP 69,0,1,NO 1969 VERIFIED
CHLO BOS,0,1,CHOLO BOSS
C ME 4MJ,0,1,SEE ME FOR MARY JANE
CRIS 18,0,1,18-HITLER
DERTYAF,0,1,AS FUCK
DRTY 4O8,0,1,CA AREA CODE
FAANCYB,0,1,FANCY BITCH
GRRINGO,0,1,GRINGO
G8FL2NA,0,1,GRATEFUL TUNA
HELADUM,0,1,HELLA DUMB
HORNE,0,1,HORNEY
ILPORCO,0,1,I PIG
ILWU562,0,1,CA AREA CODE
JDL13AL,0,1,13-GANG
LOLLAPD,0,1,LOLLA PD
MAT16 18,0,1,18-HITLER
MMUFDVR,0,1,MUFF DIVER
NECK BKR,0,1,NECK BREAKER
NEVER2HI,0,1,NEVER TOO HIGH
OFAKGVN,0,1,ZERO FUCKS GIVEN
OG MAMA,0,1,OG
OGSICK1,0,1,OG
OG TL,0,1,OG
OHMYROD,0,1,ROD.. HOT ROD… ROD.. SEXUAL?
OUTABLZ,0,1,OUT OF BALLS?
RA88,0,1,88-HITLER
SPYD 13,0,1,13-GANG
UNO DIE,0,1,DIE
VBWL OG,0,1,OG
WTDAFUK,0,1,WHAT THE FUCK
1SLWISF,1,1,IS FUCK/AS FUCK
13BREPU,0,1,13-GANG
14 WOLFE,1,1,14-HITLER
19FKN69,0,1,FUCKING
2CUNT4U,0,1,CUNT
213M3S7,0,1,CA AREA CODE
8O5JEEP,0,1,CA AREA CODE
831PONY,0,1,CA AREA CODE
916 FLOR,0,1,CA AREA CODE
JK BAMF,0,1,BADASS MOTHER FUCKER
AKINO14,0,1,14-HITLER
CHPSTAT,0,1,CHP
FDALLAS,0,1,FUCK DALLAS
TACOSTI,0,1,TACO…STI
WETMBYZ,0,1,WET
SFFD4O8,0,1,CA AREA CODE
14 GLYD,1,1,14-HITLER
AU FIEND,1,1,AYE YOU FIEND AS IN ADDICTION
BADASRV,0,1,BAD ASS RV
EXCHP93,0,1,EX CHP CALIFORNIA HIGHWAY PATROL
FAST 88,0,1,88 HITLER REFERENCE
LITE 18,0,1,18 HITLER REFERENCE
MILAK 13,0,1,13 GANG REFERENCE
M312O15,0,1,LOOKS LIKE AN OLD TIN
NSEX323,0,1,323 AREA CODE
OLD BAGS,0,1,OLD BAGS COULD REFER TO AN OLD PERSON OR BREAST OR TESTICLES
SEXY B86,0,1,LOOKS LIKE SEXY BEEAST OR SEXY BITCH
SURENOS,0,1,MEXICAN MAFIA GANG
4 U I FX,1,1,LOOKS LIKE FOR YOU I FIX
77 KILO,0,1,KILO IS A REFERENCE TO DRUGS
KLR 65OE,0,1,"650 AREA CODE, KILLER"
88MOU99,0,1,88 HITLER REFERENCE
BGBLU,1,1,BIG BLUE
209 FLIP,0,1,"FLIP IS ANOTHER WORD FOR FILIPINO, 209 AREA CODE"
BEEF 88,0,1,88-HITLER
BMC 5O,1,1,50
BOMB LIF,0,1,BOMB
DANKZ,0,1,DANK-WEED
DIAZBLZ,0,1,BALLS
DMNBLUE,0,1,DAMN BLUE
DOWOP14,0,1,14-HITLER
DRGN ASZ,0,1,DRAGGIN ASS
EDDIE13,0,1,13-GANG
EF LUV,0,1,"""EF"""
F DIRTY,0,1,"""F"""
FUK LUV,0,1,FUCK
GILBT69,0,1,COULDN'T VERIFY 1969 VEHICLE
GRAND69,0,1,COULDN'T VERIFY 1969 VEHICLE
GROWEED,0,1,GROW WEED
HERFN 7O,0,1,HER FUN.. HER FUCKIN
H8 USC 2,0,1,HATE
KING14,0,1,14-HITLER
KL14 SAS,0,1,14-HITLER
MTECH13,0,1,13-GANG
ONE THRE,0,1,13-GANG
REDTK13,0,1,13-GANG
PLUGYOU,0,1,PLUG IN VEHICLE? SEXUAL?
ROWIN69,0,1,COULDN'T VERIFY 1969 VEHICLE
SHGNSTY,0,1,SHAG NASTY
SOLID69,0,1,COULDN'T VERIFY 1969 VEHICLE
VEGANAF,0,1,AS FUCK
13 KANG,0,1,13-GANG
18 LARES,0,1,18-HITLER
2REDRUM,0,1,MURDER
323 6Z1,0,1,CA AREA CODE
8 24 88,0,1,88-HITLER
88MMR11,0,1,88-HITLER
$PUSSIE,0,1,LOVE PUSSY
UFPUSSE,0,1,PUSSY
DMV 13,0,1,13-GANG
CH323BW,0,1,CA AREA CODE
EZE 13,0,1,13-GANG
HELLUVA,0,1,HELL OF A
ASMAN1,0,1,LOOKS LIKE ASS MAN 1
BCHN 68,0,1,BITCHING 68
CHN SMKG,0,1,CHAIN SMOKING
CR7 415M,0,1,415 AREA CODE
F CUNADO,0,1,FUCK BROTHER IN LAW.. HOWEVER CUSTOMER NAME IS  F. CUNADO
FJ55 PIG,0,1,PIG
FLIVVER,1,1,LOOKS LIKE FUCK LIVER
FN RAMS,0,1,FUCKING RAMS
GNTLJAK,0,1,GENTLEMENS JACK.. OR SEXUAL REFERENCE GENTLE JACK AS IN GENTLE MASTURBATION
HAWX BCH,0,1,HAWKS BITCH
HOOKN UP,0,1,SEXUAL REFERENCE
I71717I,0,1,LOOK A LIKE
JOOLS G,0,1,G AS IN GANGSTER
MF 88,0,1,88 HITLER REFERENCE
M1K3 75,1,1,13 GANG REFERENCE
M1OO752,0,1,LOOKS LIKE A TIN NUMBER
OG 64,0,1,ORIGINAL GANGSTER
O2ASN8S,0,1,OH TO ASSASINATE
XXXMMIX,0,1,XXX SEXUAL REFERENCE
1 BD BECH,0,1,1 BAD BITCH
11RRM13,0,1,13 GANG REFERENCE
13 BEAST,0,1,13 GANG REFERENCE
17991 II,0,1,II SUBSTITUTE FOR 11 LOOKS LIKE AN EXEMPT
455HO,0,1,HO HOE
7O7 NAPA,0,1,707 AREA CODE
73SWNGR,0,1,SWINGER SEXUAL REFERENCE
8NOAH88,0,1,88 HITLER REFERENCE
8ZERO5,0,1,805 AREA CODE
88 PANDA,0,1,88 HITLER REFERENCE
HELMA14,0,1,14 GANG REFERENCE
OH FUK,0,1,OH FUCK
BLU HEVN,1,1,BLUE HEAVEN
CAMP530,0,1,530 AREA CODE
G GAWAT,1,1,G AS IN GANGSTER BUT ALSOLOOKS LIKE GIGAWAT
NYSPSYD,1,1,CAN NOT TRANSLATE LOOKS SEXUAL
R2 VAPE,0,1,VAPE
SGTGUNY,1,1,GUNNY
650 ZOH6,0,1,650 AREA CODE
ADVTACO,0,1,TACO
BADHAZZ,0,1,LOOKS LIKE BAD ASS
BITCN69,0,1,BITCHIN
CHOLO47,0,1,CHOLO GANG REFERENCE
DAM ZO6,0,1,DAMN
DC AT 16,1,1,LOOKS LIKE A SEXUAL REFERENCE
DGRS 13,0,1,13 GANG REFERENCE
ENC LOC,0,1,LOC GANG REFERENCE
FRM916SZ,0,1,916 AREA CODE
FUXGVN O,0,1,ZERO FUCKS GIVEN
GILZ442,1,1,442 AREA CODE
HORSMOB,0,1,MOB
JEW ESQ,0,1,JEW LAWYER?
JJ LIL B,0,1,LIL B COULD BE TAKEN AS LIL BITCH
JMAR 88,0,1,88 HITLER REFERENCE
KING 442,1,1,442 AREA CODE
LOGAN G,0,1,G AS IN GANGSTER.. CUSTOMER NAME NOT LOGAN
MYBULIT,0,1,BULLET
O BLU 73,1,1,BLUE
PUFF OO7,0,1,PUFF
PUNK 13,0,1,13 GANG REFERENCE
RMRZMOB,0,1,MOB
SEXY G,0,1,G AS IN GANGSTER
SOSSKRWD,0,1,SO SCREWED
SXYNTMR,1,1,SEXY?
US7ONE4,0,1,714 AREA CODE
WYTRASH,0,1,WHITE TRASH
XSMASHX,0,1,SMASH WORD FOR SEX..
1 BUTCH,1,1,BUTCH A SLANG WORD FOR LESBIAN
2POAD18,0,1,18 HITLER REFERENCE
6GH6EZ,0,1,NOT SURE IF THIS IS A LOOK A LIKE
7O7 CU,0,1,707 AREA CODE
8DAT ASS,0,1,ATE THAT ASS
8MRTSX8,0,1,88 HITLER REFERENCE
DRLYB$D,1,1,CAN NOT TRANSLATE
CVAG,0,1,SEE VAG AS IN VAGINA
OG PRO,0,1,ORIGINAL GANGSTER
BELLACA,1,1,DEROGATORY TERM FOR A LOOSE WOMAN
BOUT BUD,0,1,ABOUT BUD AS IN WEED
BUCKOPH,0,1,FUCK OFF
CATBOX5,0,1,CAT
DN92270,1,1,NOT SURE IF THIS IS A LOOK A LIKE
EL FIVE O,0,1,COPS
GEO DYE,0,1,DIE
IL DUCE,0,1,ILL SHIT DEUCE IS ANOTHER WORD FOR SHIT POOP
LEOS 666,1,1,666 MARK OF THE BEAST
LIQR MNY,0,1,LIQOR MONEY
MKRMNKY,0,1,MONKEY
WTF LAVA,0,1,WTF WHAT THE FUCK
AZN LADY,0,1,ASIAN LADY
2ND PIG,0,1,PIG
ARIES18,0,1,18-HITLER
B EATNU1,0,1,BE EATING YOU
BICHO1,0,1,SMALL. BOY. BEAST. SMALL BUG. VULVA IN NICARAGUA AND PENIS IN PUERTO RICO.
BMB CLB,0,1,BOMB CLUB
CPTRBLU,0,1,CAPTURE BLUE….CAPTURE CRIPS
DAMHNDY,0,1,DAMN HANDY
EFFN MDC,0,1,FUCKIN
FCKMHRD,0,1,FUCK 'EM HARD
FIGGZ 69,0,1,COULDN'T VERIFY 1969 VEHICLE
FLINT G,0,1,G
FLN BLU,0,1,FLYIN BLUE…COLORS
HELLAKT,1,1,HELLA CAT
HOE TOX,0,1,HOE
JOSUE 14,0,1,14-HITLER
LAVVW13,0,1,13-GANG
NCENWET,0,1,NICE N WET
NOW WTF,0,1,WTF
OH MY 69,0,1,COULDN'T VERIFY 1969 VEHICLE
PETER13,0,1,13-GANG
SCAL5OH,1,1,50
SUBE 13,1,1,13-GANG
TROOP 88,0,1,88-HITLER
14 SOTO,0,1,14-HITLER
2IDFK3,0,1,I DON’T FUCKING KNOW
415VETT,0,1,CA AREA CODE
5O4MY5O,1,1,50
9O9 GT5O,0,1,CA AREA CODE
NC53O,0,1,CA AREA CODE
I$BICHO,0,1,SMALL. BOY. BEAST. SMALL BUG. VULVA IN NICARAGUA AND PENIS IN PUERTO RICO.
JCT88&,0,1,88-HITLER
ARDYFYB,0,1,FUCK YOU BITCH
GLOGANG,0,1,GANG
ITSCACA,0,1,ITS CACA…POOP
OMEGA13,0,1,13-GANG
PHAUXTO,0,1,FUCKS TOO
ALFA KLR,0,1,KILLER
BTCH BYE,0,1,BITCH
DAB3A57,0,1,DAB-WEED
DENLA69,0,1,DENLA IS GAY PORN
DILF 1,0,1,DAD I'D LIKE TO FUCK
EDM AF,0,1,AS FUCK
EH 88,0,1,88-HITLER
EXCYN69,0,1,COULDN'T VERIFY 1969
HELBENT,1,1,HELLBENT
HELLA GD,1,1,HELLA GOOD
HELLKUB,0,1,HELLCUB
JESSE88,0,1,88-HITLER
LITLE G,0,1,G
MAZDA13,1,1,13-GANG
MEANFN V,0,1,MEAN FUCKIN V
MHB 13,0,1,13-GANG
MICHO88,0,1,88-HITLER
MIJO831,0,1,CA AREA CODE
MNT CHP,0,1,MINT CHIP…. CHP
NSWL 88,0,1,88-HITLER. LAST NAME IS LAWSIN
PNTO187,0,1,187-MURDER
PRN4LFE,0,1,PORN FOR LIFE… PRN IS A TERM FOR NURSES
Q 5 O,1,1,50
SIXBNGR,0,1,6BANGER IS MARKED UNACCEPTABLE
SKOZ HOE,0,1,HOE
SKR8P N,0,1,"SCRAPN, SCRAPPIN. SCRAP IS A TERM FOR SORENOS"
SNKE4O8,0,1,CA AREA CODE
TACOTUK,0,1,TACO
TNT 5O5O,0,1,TNT
TOFULOL,0,1,TOFU LOL OR TO FUCK YOU LOL
VC231O3,0,1,VEHICLE CODE
WTDA PHK,0,1,WHAT THE FUCK
YK69NYJ,0,1,COULDN'T VERIFY 1969
1FU RRY1,0,1,1 FU…. FURY…F-U-RA-RY FARRARI
2MYTACO,0,1,TACO
4 EVER G,0,1,G
5O GASER,0,1,50
65 MY442,1,1,CA AREA CODE
69CUDIE,0,1,COULDN'T VERIFY 1969. CUDIE..SEX
7ONE4,0,1,CA AREA CODE
72 CUTY,0,1,CUTY...SEX
8 O5RAMS,0,1,CA AREA CODE
88 KANG,0,1,88-HITLER
SHRIF$R,0,1,SHERIFF LOVER
DIX 15,0,1,FIRST NAME IS RICHARD. COULDN'T VERIFY A '15 VEHICLE
SSNUKE,0,1,NUKE
DBL DZZ,0,1,DOUBLE D'S
PUFF N1,0,1,PUFFIN ONE… SMOKING ONE
WANGSTA,0,1,WHITE GANGSTA
3JAXH8R,0,1,HATER
THREWAY,0,1,THREEWAY
TITSS,0,1,TITS
KLNPOWR,0,1,"TO HAVE KILLING POWER, OR TO KILL THE POWER AKA SHUT OFF THE LIGHTS"
AGUAS 13,0,1,"13=GANG NUMBER, NO 2013 CAR ON ANI"
BAF,0,1,"busy as fuck, bored as fuck, etc. last name is Bafiera so short for his name"
DADA666,1,1,daddy 666
DWN2PND,0,1,"DOWN TO POUND, SEXUAL"
EXPOPO,0,1,EX POLICE
IM BAKA,0,1,"BAKA=IDIOT, FOOL OR STUPID IN JAPANESE"
5ODPW,0,1,"50=police, can't do ani. Auto club only gave customer first name"
MEHO3,0,1,"likely means ""mijo"" but pulled for ho, not a look-alike"
PNKSJP,1,1,"pulled for pink=pussy. Customer last name is Pinkiert, he is a firefighter and owns a Jeep"
BB BTTM,0,1,"bottom, can have s&m sexual connotations, also bottom=ass"
BOMBON4,0,1,"bomb, OR bombon (Spanish..not sure of slang translation?)"
